miRNA--mRNA,286011
mRNA--mRNA,212202
miRNA--pseudogene,66592
pseudogene--pseudogene,43480
mRNA--pseudogene,42865
miRNA--miRNA,37855
pseudogene--mRNA,35587
mRNA--miRNA,16577
miRNA--pr-tr,7258
tRNA--mRNA,5947
pseudogene--miRNA,5379
pr-tr--mRNA,3457
tRNA--pseudogene,3003
miRNA--snRNA,2632
mRNA--pr-tr,2538
miRNA--miscRNA,2061
miRNA--tRNA,2058
pr-tr--pr-tr,1982
pr-tr--pseudogene,1324
miscRNA--mRNA,1306
mRNA--tRNA,1143
miRNA--snoRNA,1110
miscRNA--pseudogene,1031
mRNA--snRNA,938
tRNA--miRNA,930
pseudogene--pr-tr,869
miRNA--lincRNA,836
mRNA--miscRNA,797
pseudogene--tRNA,770
pseudogene--snRNA,657
snoRNA--snoRNA,602
snRNA--pseudogene,571
snoRNA--mRNA,523
snRNA--mRNA,507
pseudogene--miscRNA,505
pr-tr--miRNA,492
lincRNA--mRNA,492
snoRNA--pseudogene,466
miscRNA--miscRNA,413
mRNA--lincRNA,404
mRNA--snoRNA,378
snRNA--snRNA,364
miscRNA--miRNA,333
pseudogene--snoRNA,284
lincRNA--pseudogene,259
snRNA--miRNA,203
snoRNA--miRNA,175
lincRNA--miRNA,129
tRNA--pr-tr,129
pseudogene--lincRNA,121
tRNA--tRNA,81
tRNA--snRNA,73
pr-tr--snRNA,62
miscRNA--pr-tr,53
lincRNA--pr-tr,50
lincRNA--lincRNA,45
pr-tr--lincRNA,45
snoRNA--pr-tr,37
pr-tr--tRNA,34
tRNA--miscRNA,30
snoRNA--snRNA,27
miscRNA--snoRNA,25
miscRNA--tRNA,24
tRNA--lincRNA,22
pr-tr--snoRNA,21
snoRNA--tRNA,20
pr-tr--miscRNA,19
miscRNA--snRNA,13
KSHV-miRNA--pseudogene,12
KSHV-miRNA--mRNA,12
snRNA--snoRNA,10
lincRNA--snRNA,8
snoRNA--lincRNA,8
mRNA--Ig,8
tRNA--snoRNA,7
snRNA--lincRNA,5
KSHV-miRNA--miRNA,3
Ig--mRNA,3
miRNA--KSHV-miRNA,2
snRNA--tRNA,2
lincRNA--tRNA,1
pseudogene--KSHV-miRNA,1
miscRNA--lincRNA,1
snRNA--pr-tr,1
Ig--miRNA,1
KSHV-miRNA--KSHV-miRNA,1
